ReferenceNumber,WatchName,Gender,Location,Price,Currency,BrandName,Condition,ScopeOfDelivery,WatchLink,WatchImage,WebsiteName,WatchModel,Year,Movement,PowerReserve,NumberOfJewels,CaseDiameter,CaseMaterial,WaterResistanceAtm,BezelMaterial,Glass,DialColor,BraceletMaterial,BraceletColor,Buckle,BuckleMaterial,Functions,Description,Other
16520,Rolex Daytona 16520,U,United States of America,32.5,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/daytona-patrizzi-dial-zenith-movement-stainless-steel-40mm--id11557644.htm,https://cdn2.chrono24.com/images/uhren/images_44/s6/11557644_xxl_v1561654284062.jpg,Chrono24,daytona,"
",Automatic,40,31,40,Steel,10,Steel,Sapphire Glass,Black,Steel,Steel,,,,"Rolex Daytona ""Patrizzi"" Dial Zenith Movement Stainless Steel 40mm (16520) 

Box: Yes

Papers: Yes

Year: serial T7*2 denotes production year of 1996

Condition Report: Excellent Condition vintage watch. This Daytona Reference is the rare ""Patrizzi"" dial indicating the tropical fading to the chronograph sub-dials on the watch. The watch also has the famed Zenith El Primero Chronograph movement, utilized by Rolex their modern Daytona models up until the year 2000. Watch comes with the Original Rolex box papers (paper is undated and clean). 

Case Size: 40mm

Case Metal: Stainless Steel 

Movement: Automatic

Power Reserve: 70 hours

Dial Color: Black

Strap/Bracelet: Stainless Steel Rolex OysterSport Bracelet

Buckle: Stainless Steel Folding Clasp

Exhibition Caseback: No 

Complications: Chronograph",
126710BLRO,Rolex GMT-Master II 126710BLRO,U,United States of America,17.65,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/rolex-126710blro-gmt-master-ii-40mm-stainless-pepsi-jubilee--id12734530.htm,https://cdn2.chrono24.com/images/uhren/images_30/s5/12734530_xxl_v1571935712517.jpg,Chrono24,gmt.master ii,"
",Automatic,70,31,40,Steel,10,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
1601,Rolex Datejust 1601,U,United States of America,3.499,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/mens-rolex-datejust-gray-diamond-18k-white-goldss-steel-watch-woyster-band--id12944123.htm,https://cdn2.chrono24.com/images/uhren/images_23/s1/12944123_xxl_v1573790478239.jpg,Chrono24,datejust,"
",Automatic,,,36,Steel,,White gold,Plexiglass,Grey,Steel,Steel,,,,,
126660,Rolex Sea-Dweller Deepsea 126660,U,United States of America,14.999,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/sea-dweller-deepsea-james-cameron-2019-new--id12603226.htm,https://cdn2.chrono24.com/images/uhren/images_26/s2/12603226_xxl_v1570546185822.jpg,Chrono24,sea.dweller deepsea,"
",Automatic,70,31,44,Steel,120,Ceramic,Sapphire Glass,Blue,Steel,Steel,,,,,
6917,Rolex Lady-Datejust 6917,W,United States of America,3.19,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/ladies-rolex-datejust-18k-white-gold-diamond-ruby--steel-pink-dial-watch--id12851295.htm,https://cdn2.chrono24.com/images/uhren/images_95/s2/12851295_xxl_v1572957316035.jpg,Chrono24,lady.datejust,"
",Automatic,,28,26,Steel,,White gold,Sapphire Glass,Pink,Steel,Steel,,,,,
116610LN,Rolex Submariner Date 116610LN,U,United States of America,11.25,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/rolex-submariner-date-unworn-116610ln--id11420066.htm,https://cdn2.chrono24.com/images/uhren/images_66/s0/11420066_xxl_v1560006116375.jpg,Chrono24,submariner date,"
",Automatic,48,31,40,Steel,30,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,"Rolex Submariner Date Ceramic Bezel 116610LN



Warranty Card from USA ROLEX Dated March 2019

Unsized and Unworn Watch



The picture used for this listing is a stock picture provided by the manufacturer. 

Contact us if you require actual photos of this model. 



All watches are in stock and available to ship immediately.

Watch includes the original manufacturer box, serial card, and guarantee manual.

There is no sales tax involved, unless shipping to NJ. 

We offer overnight shipping and insurance for all orders shipping within the Continental US. 



Haniken Jewelers is not an authorized dealer. We do not claim any rights to the patents, copyrights, which belong solely to their developers or assignees and licensees. We obtain our Products from authorized dealers and distributors.",
16710,Rolex GMT-Master II 16710,U,United States of America,9.399,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/gmt-master-ii-pepsi-stainless-steel-black-bezel-16710--id12288881.htm,https://cdn2.chrono24.com/images/uhren/images_81/s8/12288881_xxl_v1567538815872.jpg,Chrono24,gmt.master ii,"
",Automatic,48,31,40,Steel,10,Steel,Sapphire Glass,Black,Steel,Steel,,,,,
114300,Rolex Oyster Perpetual 39 114300,,United States of America,5.35,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/114300-oyster-perpetual-ss-dark-rhodium-dial-32659--id12818173.htm,https://cdn2.chrono24.com/images/uhren/images_73/s1/12818173_xxl_v1572698249682.jpg,Chrono24,oyster perpetual 39,"
",Automatic,48,31,39,Steel,10,,Sapphire Glass,Grey,Steel,Steel,,,,"Rolex 114300 Oyster Perpetual, stainless steel on a stainless steel oyster bracelet, automatic movement, centered sweep seconds hand, dark rhodium dial with white and silver stick markers, COSC, diameter: 39mm, thickness: 11.8mm, sapphire crystal, scrambled serial, like new with original box and papers dated 10/2015. Email us about this watch Trade for this watch

      
     $5,350
     
     
    
   


This is a 904L stainless steel Rolex Oyster Perpetual 114300. It has an integral stainless steel three-link oyster bracelet with a double folding deployment Oyster clasp, and a scratch resistant sapphire crystal. There is a solid screw-down case back and a screw-down Twinlock double waterproofness system winding crown. The 39mm diameter solid three-body case, integral downturned lugs, and angled bezel are polished. It has a dark rhodium grey dial with a subtle sunburst pattern, applied steel baton hour markers with luminous blue pips, and applied luminous faceted baton indices at the quarter hours, with a steel Rolex crown emblem at 12 o'clock. It has steel baton hands with luminous inserts, a center sweep seconds hand, and a perimeter minute/seconds scale. It has a Certified Official Superlative Chronometer (COSC) rating, and it's water resistant to 100 meters/330 feet. It has a 48-hour power reserve, and the 11.8mm thick case, dial, and movement are all signed.

This Rolex Oyster Perpetual 114300 has a mechanical automatic self-winding Rolex caliber 3132 movement that's rhodium-plated with oeil-de-perdrix embellishment. It's constructed with 31 jewels, Paraflex shock absorbers, a straight-line lever escapement, and a monometallic balance that's adjusted to temperatures and 5 positions. It includes a paramagnetic blue. Parachrom hairspring, Microstella regulating screws, and a hacking seconds mechanism for precision time setting. The mechanism oscillates at a frequency of 28,800 vph (4 Hz).

The Rolex Oyster Perpetual 114300 was introduced in 20015.",
116509,Rolex Daytona 116509,U,United States of America,33.9,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/daytona-40mm-18k-white-gold-blue-dial-116509--id9389372.htm,https://cdn2.chrono24.com/images/uhren/images_72/s3/9389372_xxl.jpg?v=1539964204916,Chrono24,daytona,"
",Automatic,72,44,40,White gold,10,White gold,Sapphire Glass,Black,White gold,Gold,,,,"Included With This Purchase: 



- Original Box 

- Original Warranty 

- FedEx Overnight domestic shipping (once payment is verified with Chrono) 

- International Shipping 2-4 days 



*Please note that all International buyers are responsible for custom taxes and/or duties of the receiving country. 

*NY State Residents will be charged NYS Sales Tax. 





Luxury Time NYC INC. is neither affiliated with nor an authorized dealer for the above mentioned brand, watch maker or any other watch brand. We obtain our watches from reputable sources dealing directly with authorized dealers and distributors. The manufacturer's warranty is no longer valid and Luxury Time NYC is the sole warrantor of the watches sold unless purchased unworn. Luxury Time NYC warranties all items sold for two years from the date of the original sale. Warranty only covers manufacturer’s parts which existed in the movement at the time of the sale and shall be void if altered subsequent to the sale. All watches and watch items sold are previously purchased, pre-owned and/or used even if they appear unpolished or new.",
16528,Rolex Daytona 16528,U,United States of America,NaN,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/daytona-zenith-champagne-diamond-markers-dial-ref-16528--id12813357.htm,https://cdn2.chrono24.com/images/uhren/images_57/s3/12813357_xxl_v1572658913993.jpg,Chrono24,daytona,"
",Automatic,72,31,40,Yellow gold,10,Yellow gold,Sapphire Glass,Champagne,Yellow gold,Gold,,,,,
116610LV,Rolex Submariner Date 116610LV,U,United States of America,15.5,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/submariner-date--id12801170.htm,https://cdn2.chrono24.com/images/uhren/images_70/s1/12801170_xxl_v1572552396372.jpg,Chrono24,submariner date,"
",Automatic,48,31,40,Steel,30,Ceramic,Sapphire Glass,Green,Steel,Steel,,,,,
126333,Rolex Datejust 126333,U,United States of America,11.45,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/datejust-41mm-wimbledon-two-tone-unworn-oyster--id11937553.htm,https://cdn2.chrono24.com/images/uhren/images_53/s5/11937553_xxl_v1565195098239.jpg,Chrono24,datejust,"
",Automatic,70,31,41,Steel,10,Yellow gold,Sapphire Glass,Grey,Gold/Steel,Gold/Steel,,,,"Brand New Rolex Datejust II Wimbledon Two-Tone UNWORN Oyster



Warranty Card Dated 2019

Unsized and Unworn Watch



The picture used for this listing is a stock picture provided by the manufacturer. 

Contact us if you require actual photos of this model. 



All watches are in stock and available to ship immediately.

Watch includes the original manufacturer box, serial card, and guarantee manual.

There is no sales tax involved, unless shipping to NJ. 

We offer overnight shipping and insurance for all orders shipping within the Continental US. 



Haniken Jewelers is not an authorized dealer. We do not claim any rights to the patents, copyrights, which belong solely to their developers or assignees and licensees. We obtain our Products authorized dealers and distributors.",
Rolex Datejust 16233,Rolex Datejust Rolex Datejust 16233,,United States of America,4.85,USD,Rolex,Preowned,Box included and papers not included,https://www.chrono24.com/rolex//rolex/16233--id12329004.htm,https://cdn2.chrono24.com/images/uhren/images_04/s0/12329004_xxl_v1567802141783.jpg,Chrono24,datejust,"
",,,,,,,,,,,,,,,,
326934,Rolex Sky-Dweller 326934,U,United States of America,22.9,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/sky-dweller-stainless-steel-blue-dial--id7887032.htm,https://cdn2.chrono24.com/images/uhren/images_32/s0/7887032_xxl.jpg?v=1521475726999,Chrono24,sky.dweller,"
",Automatic,72,40,42,Steel,10,White gold,Sapphire Glass,Blue,Steel,Steel,,,,"Included With This Purchase: 



- Original Box 

- Original Warranty Card 

- FedEx Overnight domestic shipping (once payment is verified with Chrono) 

- International Shipping 2-4 days 



*Please note that all International buyers are responsible for custom taxes and/or duties of the receiving country. 

*NY State Residents will be charged NYS Sales Tax. 





Luxury Time NYC INC. is neither affiliated with nor an authorized dealer for the above mentioned brand, watch maker or any other watch brand. We obtain our watches from reputable sources dealing directly with authorized dealers and distributors. The manufacturer's warranty is no longer valid and Luxury Time NYC is the sole warrantor of the watches sold unless purchased unworn. Luxury Time NYC warranties all items sold for two years from the date of the original sale. Warranty only covers manufacturer’s parts which existed in the movement at the time of the sale and shall be void if altered subsequent to the sale. All watches and watch items sold are previously purchased, pre-owned and/or used even if they appear unpolished or new.",
126300,Rolex Datejust 126300,U,United States of America,8.25,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/datejust--id12718490.htm,https://cdn2.chrono24.com/images/uhren/images_90/s4/12718490_xxl_v1571784329498.jpg,Chrono24,datejust,"
",Automatic,70,31,41,Steel,10,Steel,Sapphire Glass,Blue,Steel,Steel,,,,,
16523,Rolex Daytona 16523,U,United States of America,NaN,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/daytona--id11765234.htm,https://cdn2.chrono24.com/images/uhren/images_34/s2/11765234_xxl_v1564071351692.jpg,Chrono24,daytona,"
",Automatic,54,31,40,Gold/Steel,10,Yellow gold,Sapphire Glass,Champagne,Gold/Steel,Gold/Steel,,,,,
116515,Rolex Daytona 116515,U,United States of America,22.795,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/daytona-chocolate-dial-40mm--id12078892.htm,https://cdn2.chrono24.com/images/uhren/images_92/s8/12078892_xxl_v1565893618154.jpg,Chrono24,daytona,"
",Automatic,72,44,40,Rose gold,10,Ceramic,Sapphire Glass,Brown,,Black,,,,,
126710BLRO,Rolex GMT-Master II 126710BLRO,U,Italy,20.114,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/gmt-master-ii-ref-126710blro-pepsi-jubile---new-2019--id12928087.htm,https://cdn2.chrono24.com/images/uhren/images_87/s0/12928087_xxl_v1573665531292.jpg,Chrono24,gmt.master ii,"
",Automatic,70,31,40,Steel,10,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
326935,Rolex Sky-Dweller 326935,U,United States of America,44.5,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/sky-dweller-42mm-18kt-rose-gold-black-dial--id8919967.htm,https://cdn2.chrono24.com/images/uhren/images_67/s9/8919967_xxl.jpg?v=1533917775384,Chrono24,sky.dweller,"
",Automatic,72,40,42,Rose gold,10,Rose gold,Sapphire Glass,Black,Rose gold,Gold,,,,"Included With This Purchase: 



- Original Box 

- Original Warranty 

- FedEx Overnight domestic shipping (once payment is verified with Chrono) 

- International Shipping 2-4 days 



*Please note that all International buyers are responsible for custom taxes and/or duties of the receiving country. 

*NY State Residents will be charged NYS Sales Tax. 





Luxury Time NYC INC. is neither affiliated with nor an authorized dealer for the above mentioned brand, watch maker or any other watch brand. We obtain our watches from reputable sources dealing directly with authorized dealers and distributors. The manufacturer's warranty is no longer valid and Luxury Time NYC is the sole warrantor of the watches sold unless purchased unworn. Luxury Time NYC warranties all items sold for two years from the date of the original sale. Warranty only covers manufacturer’s parts which existed in the movement at the time of the sale and shall be void if altered subsequent to the sale. All watches and watch items sold are previously purchased, pre-owned and/or used even if they appear unpolished or new.",
326933,Rolex Sky-Dweller 326933,U,United States of America,17.3,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/sky-dweller-42mm-two-tone-champagne-dial-326933--id12273764.htm,https://cdn2.chrono24.com/images/uhren/images_64/s7/12273764_xxl_v1567360051622.jpg,Chrono24,sky.dweller,"
",Automatic,72,,42,Gold/Steel,10,Yellow gold,Sapphire Glass,Champagne,Gold/Steel,Gold/Steel,,,,,
116610LV,Rolex Submariner Date 116610LV,U,United States of America,16.7,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/submariner-date-hulk--id12614155.htm,https://cdn2.chrono24.com/images/uhren/images_55/s1/12614155_xxl_v1570641067923.jpg,Chrono24,submariner date,"
",Automatic,48,31,40,Steel,30,Ceramic,Sapphire Glass,Green,Steel,Steel,,,,,
126710BLRO,Rolex GMT-Master II 126710BLRO,U,United States of America,17.95,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/gmt-master-ii-40mm-pepsi--id11793919.htm,https://cdn2.chrono24.com/images/uhren/images_19/s9/11793919gross_v1564346082885.jpg,Chrono24,gmt.master ii,"
",Automatic,70,31,40,Steel,10,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
116610LN,Rolex Submariner Date 116610LN,U,United States of America,10.998,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/submariner-date-116610ln-2019-new--id10644369.htm,https://cdn2.chrono24.com/images/uhren/images_69/s3/10644369_xxl_v1552174676691.jpg,Chrono24,submariner date,"
",Automatic,48,31,40,Steel,30,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
116710BLNR,Rolex GMT-Master II 116710BLNR,U,United States of America,13.9,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/gmt-master-ii-ceramic-black-and-blue-bezel-batman-116710blnr--id10994026.htm,https://cdn2.chrono24.com/images/uhren/images_26/s0/10994026gross_v1555447399747.jpg,Chrono24,gmt.master ii,"
",Automatic,,31,40,Steel,10,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,"Included With This Purchase: 



- Original Box 

- FedEx Overnight domestic shipping (once payment is verified with Chrono) 

- International Shipping 2-4 days 



*Please note that all International buyers are responsible for custom taxes and/or duties of the receiving country. 

*NY State Residents will be charged NYS Sales Tax. 





Luxury Time NYC INC. is neither affiliated with nor an authorized dealer for the above mentioned brand, watch maker or any other watch brand. We obtain our watches from reputable sources dealing directly with authorized dealers and distributors. The manufacturer's warranty is no longer valid and Luxury Time NYC is the sole warrantor of the watches sold unless purchased unworn. Luxury Time NYC warranties all items sold for two years from the date of the original sale. Warranty only covers manufacturer’s parts which existed in the movement at the time of the sale and shall be void if altered subsequent to the sale. All watches and watch items sold are previously purchased, pre-owned and/or used even if they appear unpolished or new.",
326933,Rolex Sky-Dweller 326933,U,United States of America,16.999,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/sky-dweller-326933-new-2019--id12856310.htm,https://cdn2.chrono24.com/images/uhren/images_10/s3/12856310_xxl_v1572990383694.jpg,Chrono24,sky.dweller,"
",Automatic,72,40,42,Gold/Steel,10,Yellow gold,Sapphire Glass,Black,Gold/Steel,Gold/Steel,,,,,
6917,Rolex Lady-Datejust 6917,W,United States of America,3.19,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/ladies-rolex-white-diamond-dial-datejust-18k-white-gold--stainless-steel-watch--id12851363.htm,https://cdn2.chrono24.com/images/uhren/images_63/s3/12851363_xxl_v1572958180036.jpg,Chrono24,lady.datejust,"
",Automatic,,28,26,Steel,,White gold,Sapphire Glass,White,Steel,Steel,,,,,
126334,Rolex Datejust 126334,U,United States of America,9.625,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/126334-datejust-41-white-roman-oyster-stainless-steel--id12589647.htm,https://cdn2.chrono24.com/images/uhren/images_47/s6/12589647_xxl_v1572019223960.jpg,Chrono24,datejust,"
",Automatic,70,31,41,Steel,10,White gold,Sapphire Glass,White,Steel,Steel,,,,,
116660,Rolex Sea-Dweller Deepsea 116660,U,United States of America,9.449,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/sea-dweller-deepsea-steel-116660-black-44mm--id12919040.htm,https://cdn2.chrono24.com/images/uhren/images_40/s0/12919040_xxl_v1573584772347.jpg,Chrono24,sea.dweller deepsea,"
",Automatic,48,31,44,Ceramic,120,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,"Visit us on our IG account WRISTAFICIONADO 

Contact : 1 917 577 1628

Wrist Aficionado is a re-seller of luxury watches and not an authorised dealer of the related brand.



Looking for a perfect timepiece? Look no further.  Wrist Aficionado is a lifestyle brand that can bring unique and limited-edition time piece into the hands of people all over the world.



With the right watch, you can emanate taste, sophistication, and style. You can carry a piece of true elegance everywhere you go; from a sporty Richard Mille to sophisticated and elegant Patek Philippe. 

Our clients come to us for an extension of their luxury lifestyle, and we’re eager to provide it.



We whole heartedly believe that every first-time buyer will be a client for life.





•	Please contact us beforehand if you wish to use other payment methods.

•	Modern trades are welcome, please call, text, or email with questions or concerns! 

•	We also buy and trade watches. Contact us for more information on our IG account WRISTAFICIONADO

•	Free Domestic Shipping via Insured FedEx Overnight 

•	Please note that all International buyers are responsible for custom taxes/duties of the receiving country. We do not defraud Customs.",
5513,Rolex Submariner (No Date) 5513,U,United States of America,10.5,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/submariner-no-date-5513-transitional-1988--id12903739.htm,https://cdn2.chrono24.com/images/uhren/images_39/s7/12903739gross_v1573439147500.jpg,Chrono24,submariner (no date),"
",Automatic,48,26,40,Steel,20,Steel,Plexiglass,Black,Steel,Steel,,,,,
126334,Rolex Datejust 126334,U,United States of America,10.29,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/datejust-41mm-126334-blue-fluted-2019-new--id12518859.htm,https://cdn2.chrono24.com/images/uhren/images_59/s8/12518859_xxl_v1569688825210.jpg,Chrono24,datejust,"
",Automatic,70,31,41,Steel,10,White gold,Sapphire Glass,Blue,Steel,Steel,,,,,
228235,Rolex Day-Date 40 228235,U,United States of America,29.5,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/day-date-40-rose-gold--chocolate-dial-228235--id12510334.htm,https://cdn2.chrono24.com/images/uhren/images_34/s3/12510334_xxl_v1569615533909.jpg,Chrono24,day.date 40,"
",Automatic,70,31,40,Rose gold,10,Rose gold,Sapphire Glass,Brown,Rose gold,Gold,,,,,
126710BLRO,Rolex GMT-Master II 126710BLRO,U,United States of America,17.75,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/gmt-master-ii-pepsi-stainless-steel-jubilee-bracelet--id12186041.htm,https://cdn2.chrono24.com/images/uhren/images_41/s0/12186041_xxl_v1567971233659.jpg,Chrono24,gmt.master ii,"
",Automatic,70,31,40,Steel,10,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
126600,Rolex Sea-Dweller 126600,U,United States of America,14.7,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/sea-dweller-50th-anniversary--id12555417.htm,https://cdn2.chrono24.com/images/uhren/images_17/s4/12555417_xxl_v1570036126483.jpg,Chrono24,sea.dweller,"
",Automatic,70,31,43,Steel,120,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
6240,Rolex Daytona 6240,,United States of America,360,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/daytona--id11141645.htm,https://cdn2.chrono24.com/images/uhren/images_45/s6/11141645gross_v1557232883848.jpg,Chrono24,daytona,"
",,,,37.5,Steel,,,,White,Steel,Steel,,,,"Vintage Daytona 6240 Paul Newman Dial 
  
One of the most desirable sports watches ever made, the Paul Newman Daytona is a modern masterpiece. Some pieces have even been known to sell for millions at auction. This particular stunning, steel ""Paul Newman"" Daytona reference 6240 boasts all the design cues that embody the model’s popularity. From the  black-and-white dial (often called a reverse Panda dial) to meticulous pushers, it carries one of the most desirable iconography of a reference available in many different variations. It’s in exemplary condition and appears to contain original parts, including the aforementioned pushers and acrylic crystal.",
116528,Rolex Daytona 116528,,United States of America,25.9,USD,Rolex,Preowned,Papers included and box not included,https://www.chrono24.com/rolex//rolex/116528-daytona-18k-yellow-gold-white-dial-box--papers-32608--id12372180.htm,https://cdn2.chrono24.com/images/uhren/images_80/s1/12372180_xxl_v1568286186531.jpg,Chrono24,daytona,"
",Automatic,,44,40,Yellow gold,10,,Sapphire Glass,,Yellow gold,Gold,,,,"Rolex 116528 Cosmograph Daytona, 18k yellow gold case and Oyster bracelet are in fantastic original condition and do not appear to have been polished, automatic Rolex caliber 4130 movement, 12-hour chronograph with screw-down pushers, white dial with applied yellow gold luminous hour markers, yellow gold luminous hands, tachymeter bezel, diameter: 40mm, thickness: 12mm, sapphire crystal, K series (2000), water resistant to 100 meters, Excellent condition with normal wear through out. Since the watch had the original finish present, no restoration was done to the watch!. Accompanied by Original Box, booklets, tags, cloths and original punched papers, dated January 2002. Email us about this watch Trade for this watch

      
     $25,900
     
     
    
   


This is an 18K yellow gold Rolex Cosmograph Daytona 116528. It has an integral 18k yellow gold three-link Oyster bracelet with a double deployant clasp, and a scratch resistant sapphire crystal. The screw-down case back is solid, and there is a Triplock winding crown protected by the crown guard, as well as special screw-down chronometer pushbuttons. The 40mm diameter solid three-body case, integral lugs, and flat bezel engraved with a tachymeter to 400 units per hour are polished/brushed. The dial is black with champagne subsidiary guilloche dials, luminous yellow gold and black baton hands, and applied faceted gold luminous baton hour index markers. It has a center red sweep chronograph hand, and an outer track with 1/5 seconds. There is a subsidiary constant seconds sub dial at the 6 o'clock position, a 12-hour chronograph register at 9 o'clock, and a 30-minute sub dial at 3 o'clock. It includes the Certified Official Swiss Chronometer (COSC) rating, and it's water resistant to 100 meters/330 feet. The 12mm thick case, dial, and movement are all signed.

This Rolex Cosmograph Daytona 116528 has a mechanical automatic self-winding Rolex caliber 4130 movement. It's rhodium-plated with oeil-de-perdrix embellishment, and it has bidirectional self-winding by a perpetual rotor, and a shock absorber mechanism. It's constructed with 44 jewels, a straight-line lever escapement, and a monometallic balance that's adjusted to temperature and 5 positions. It includes a self-compensating free sprung Breguet balance spring, Microstella regulating screws, a Parachrom hairspring, and a hacking seconds mechanism. 

The Cosmograph Daytona was introduced in 1963, especially designed to meet the demands of professional racing drivers.",
116710LN,Rolex GMT-Master II 116710LN,U,United States of America,9.495,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/116710ln-gmt-master-ii-stainless-steel-mens-watch--id12288970.htm,https://cdn2.chrono24.com/images/uhren/images_70/s9/12288970_xxl_v1570625663353.jpg,Chrono24,gmt.master ii,"
",Automatic,48,31,40,Steel,10,Ceramic,Sapphire Glass,Black,Steel,Steel,,,,,
126300-0001,Rolex Datejust 126300-0001,U,United States of America,7.69,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/datejust-41-mm-stainless-steel-band-blue-dial-126300--id11033684.htm,https://cdn2.chrono24.com/images/uhren/images_84/s6/11033684_xxl_v1555971453209.jpg,Chrono24,datejust,"
",Automatic,70,,41,Steel,10,Steel,Sapphire Glass,Blue,Steel,Steel,,,,"Included With This Purchase: 



- Original Box 

- Original Warranty Card 

- FedEx Overnight domestic shipping (once payment is verified with Chrono) 

- International Shipping 2-4 days 



*Please note that all International buyers are responsible for custom taxes and/or duties of the receiving country. 

*NY State Residents will be charged NYS Sales Tax. 





Luxury Time NYC INC. is neither affiliated with nor an authorized dealer for the above mentioned brand, watch maker or any other watch brand. We obtain our watches from reputable sources dealing directly with authorized dealers and distributors. The manufacturer's warranty is no longer valid and Luxury Time NYC is the sole warrantor of the watches sold unless purchased unworn. Luxury Time NYC warranties all items sold for two years from the date of the original sale. Warranty only covers manufacturer’s parts which existed in the movement at the time of the sale and shall be void if altered subsequent to the sale. All watches and watch items sold are previously purchased, pre-owned and/or used even if they appear unpolished or new.",
177200,Rolex Oyster Perpetual 31 177200,W,United States of America,4.945,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/oyster-perpetual-lady-31-azzurro-blue-dial-177200-new--id9186917.htm,https://cdn2.chrono24.com/images/uhren/images_17/s9/9186917_xxl.jpg?v=1537589149674,Chrono24,oyster perpetual 31,"
",Automatic,48,31,31,Steel,10,Steel,Sapphire Glass,Blue,Steel,Steel,,,,"Brand New 2019 Rolex Oyster Perpetual 31 177200 [Azzurro Blue Roman Dial] 



Watch comes with all protective stickers in place!



100% Guaranteed Authentic with Box and Papers



Features:

Engraved Rehaut



Notes:

Unsized and Unworn Watch

Your Name on the Warranty Card

Warranty Card from Rolex AD Dated February 2019

Factory Rolex Warranty Until February 2024



Included:

All Links

Green COSC Hangtag

Serial Number Hangtag

Rolex Inner and Outer Box

Instruction Booklet

Rolex Worldwide Service Manual

Rolex Original Warranty Card



Chrono24 Trusted Seller and Premium Seller 

100% Recommendation Rate 

150+ Chrono24 Trusted Checkouts Completed! 

100+ Average 5.0 Star Customer Reviews! 

Many references available upon request",
116622,Rolex Yacht-Master 40 116622,U,United States of America,11.825,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/116622-steelplatinum-rolesium-yacht-master-40-rhodium-dial--id12564664.htm,https://cdn2.chrono24.com/images/uhren/images_64/s6/12564664_xxl_v1570926484474.jpg,Chrono24,yacht.master 40,"
",Automatic,48,31,40,Platinum,10,Platinum,Sapphire Glass,Grey,Steel,Steel,,,,,
